Ticker,Description,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Basic EPS (FY),Basic EPS (TTM),Dividends Paid (FY),Dividends per Share (FY),Dividends per Share (MRQ),Dividends Yield (FY),Country,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (FY),EPS Forecast (FQ),EPS Diluted (TTM),EPS Diluted (MRQ),Exchange,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Market Capitalization,Net Income (FY),Net Margin (TTM),Number of Shareholders,Number of Employees,Operating Margin (TTM),Pretax Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Rating,Recent Earnings Date,Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Sector,Shares Float,Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ),Upcoming Earnings Date,1-Year Beta,Yearly Performance,YTD Performance
UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIM,,1.00887925,6698200000,,203804500000,32473200000,25775000000,0.05,0.0483,0,,,0,India,,,,0.05,0.25,0.0483,0.8,BSE,0,,,,Regional Banks,31168900000,53491326087,83000000,0.26686963,7,,0.32788675,0.32788675,,,640.78677019,,,,Sell,2021-05-18,0.04284424,0.25942542,0.11001107,,Finance,261291090.73,171617100000,171617100000,31168900000,1728310000,2021-09-01,1.1254107,-16.28222069,-21.50127027
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES,1.20044289,0.66086452,4675600000,0.72150947,20034050000,4914030000,10315970000,20.4,20.367,-3760000,0,0,0.7928119,India,2805090000,,,20.4,6.2,20.367,7.7,BSE,68440000,30.12066872,5614830000,1815260000,Industrial Specialties,18641120000,52391181308,1411110000,7.56987778,34303,,10.4071,10.21333482,,,36.97157166,,,,Strong Buy,2021-05-28,7.76828425,20.99300635,14.98516202,,Process Industries,28540574.6528,12598290000,12598290000,18641120000,69227200,2021-08-06,0.399641,88.86430897,60.73221548
SUDARSCHEM,SUDARSHAN CHEMICAL,1.20044289,0.66086452,4675600000,0.72150947,20034050000,4914030000,10315970000,20.4,20.367,-3760000,0,0,0.7928119,India,2805090000,,,20.4,6.2,20.367,7.7,NSE,68440000,30.12066872,5614830000,1815260000,Industrial Specialties,18641120000,52391181308,1411110000,7.56987778,34303,,10.4071,10.21333482,,,37.21215692,,,,Strong Buy,2021-05-28,7.76828425,20.99300635,14.98516202,,Process Industries,28540574.6528,12598290000,12598290000,18641120000,69227200,2021-08-06,0.399641,89.71986153,60.33583981
HOMEFIRST,HOME FIRST FINANCE COMPANY IND,,2.21194776,23738210000,,45101550000,30536890000,,12.37,12.36,,,,0,India,1738200000,,,12.18,,12.11,3.6,BSE,0,53.43455427,2613810000,792230000,Finance/Rental/Leasing,4891610000,52189002923,1001420000,20.47219627,172139,,33.97572578,27.40263431,,,49.25268456,,,,Buy,2021-05-03,2.49952483,8.65543143,2.73355396,,Finance,0,31291990000,31291990000,4891610000,87499400,2021-09-01,1.0826943,,
HOMEFIRST,HOME FIRST FIN CO IND LTD,,2.21194776,23738210000,,45101550000,30536890000,,12.37,12.36,,,,0,India,1738200000,,,12.18,,12.11,3.6,NSE,0,53.43455427,2613810000,792230000,Finance/Rental/Leasing,4891610000,52189002923,1001420000,20.47219627,172139,,33.97572578,27.40263431,,,49.23203964,,,,Buy,2021-05-03,2.49952483,8.65543143,2.73355396,,Finance,0,31291990000,31291990000,4891610000,87499400,2021-09-01,1.0826943,,
PRIVISCL,PRIVI SPECIALITY CHEMICALS LIM,1.54359422,0.69487197,4823187000,0.78844529,15402130000,5020582000,7001589000,29.93,29.8736,-58594000,2,2,0.1511316,India,2103234000,,,29.93,,29.8736,,BSE,,28.45001737,3846028000,1172077000,Chemicals: Agricultural,12765627000,51693625975,1169006000,8.89811775,10073,,10.49818978,12.03491338,,,44.22299288,,,,Strong Buy,2021-05-14,7.4015016,15.9534961,11.40008961,,Process Industries,9696963.7107,8176940000,8176940000,12765627000,39062700,2021-08-06,-0.8534786,,147.73130793
PRIVISCL,PRIVI SPECIALITY CHE LTD,1.54359422,0.69487197,4823187000,0.78844529,15402130000,5020582000,7001589000,29.93,29.8736,-58594000,2,2,0.1511316,India,2103234000,,,29.93,,29.8736,,NSE,,28.45001737,3846028000,1172077000,Chemicals: Agricultural,12765627000,51693625975,1169006000,8.89811775,10073,,10.49818978,12.03491338,,,44.50250388,,,,Buy,2021-05-14,7.4015016,15.9534961,11.40008961,,Process Industries,9696963.7107,8176940000,8176940000,12765627000,39062700,2021-08-06,-0.8534786,168.48252018,150.44705882
SCI,SHIPPING CORPORATION OF INDIA,0.947704,0.38090463,20751500000,0.91160926,134026600000,31110500000,23023900000,13.27,14.5229,-348600000,,,0.22532673,India,11580100000,,,13.27,,14.5229,,BSE,,16.26283656,6022600000,974800000,Air Freight/Couriers,37032900000,51680398875,6960900000,18.79652957,157344,,14.31348882,17.13395386,,,7.63965875,,,,Buy,2021-05-13,5.09559222,8.89504249,6.94744627,,Transportation,162999373.065,52351300000,52351300000,37032900000,465799000,2021-08-06,0.8430108,82.4817459,27.47875354
SCI,SHIPPING CP INDIA,0.947704,0.38090463,20751500000,0.91160926,134026600000,31110500000,23023900000,13.27,14.5229,-348600000,,,0.22532673,India,11580100000,,,13.27,,14.5229,,NSE,,16.26283656,6022600000,974800000,Air Freight/Couriers,37032900000,51680398875,6960900000,18.79652957,157344,,14.31348882,17.13395386,,,7.69474416,,,,Buy,2021-05-13,5.09559222,8.89504249,6.94744627,,Transportation,162999373.065,52351300000,52351300000,37032900000,465799000,2021-08-06,0.8430108,82.30520072,27.10809569
BSE,BSE LTD,,,,,46270800000,,,30.94,31.8827,-778700000,21,21,2.1079047,India,1760100000,,,30.94,13.1,31.8827,9.2,NSE,374200000,84.3221907,5468800000,1431200000,Investment Banks/Brokers,6487000000,51594792709,1449000000,22.34180338,176696,,18.21573948,16.8712224,,,31.24735358,,,,Strong Buy,2021-05-13,3.18356935,5.89321447,,,Finance,45162752.81699999,15578400000,15578400000,6487000000,51789000,2021-09-01,0.4209678,118.53392769,78.14114699
CCL,CCL PRODUCTS(IND),1.68786381,0.4364646,3542148000,1.00574221,17881861000,4745670000,7910513000,13.7,13.7023,-266055999.99999997,,,1.0364037,India,2944333000,,,13.7,3.85,13.7023,3.7,NSE,,41.9630518,5233119000,1579723000,Food: Specialty/Candy,12424804000,51342128731,1822616000,14.70850772,28570,,19.77327638,18.94698837,,,28.13761193,,,,Buy,2021-05-21,11.05430588,18.0842411,14.92685133,,Consumer Non-Durables,61830712.0764,7008884000,7008884000,12424804000,133027920,2021-07-23,0.49695247,58.79934211,44.26596398
CCL,CCL PRODUCTS (INDIA) LTD.,1.68786381,0.4364646,3542148000,1.00574221,17881861000,4745670000,7910513000,13.7,13.7023,-266055999.99999997,,,1.0364037,India,2944333000,,,13.7,3.85,13.7023,3.7,BSE,,41.9630518,5233119000,1579723000,Food: Specialty/Candy,12424804000,51342128731,1822616000,14.70850772,28570,,19.77327638,18.94698837,,,28.16680484,,,,Buy,2021-05-21,11.05430588,18.0842411,14.92685133,,Consumer Non-Durables,61830712.0764,7008884000,7008884000,12424804000,133027920,2021-07-23,0.49695247,57.81632245,45.02999831
SUNTECK,SUNTECK REALTY LTD.,,0.23603719,5237872000,,40572677000,6543543000,,2.98,3.5245,-141629000,,,0.43029258,India,1399425000,,,2.97,,3.5245,0.7,BSE,,38.6475736,2590821000,789518000,Real Estate Development,6308423000,51033118530,419407000,7.97942118,8164,,21.74960313,10.60215406,,,98.90764931,,,,Strong Buy,2021-06-29,1.19920611,1.73900328,1.54689558,,Finance,48081006.42,12850168000,12850168000,6308423000,146372000,2021-08-16,0.8416609,87.99790881,3.52092641
SUNTECK,SUNTECK REALTY LTD,,0.23603719,5237872000,,40572677000,6543543000,,2.98,3.5245,-141629000,,,0.43029258,India,1399425000,,,2.97,,3.5245,0.7,NSE,,38.6475736,2590821000,789518000,Real Estate Development,6308423000,51033118530,419407000,7.97942118,8164,,21.74960313,10.60215406,,,99.13462903,,,,Strong Buy,2021-06-29,1.19920611,1.73900328,1.54689558,,Finance,48081006.42,12850168000,12850168000,6308423000,146372000,2021-08-16,0.8416609,86.53847123,3.14700092
COCHINSHIP,COCHIN SHIPYARD LTD,1.72118005,0.03049498,-20859333000,1.57339628,75191964000,1230000000,50558311000,46.27,46.2654,-3683131000,,,3.9958754,India,7172505000,,,46.27,,46.2654,17.5,NSE,,32.30050024,9106512000,3463030000,Trucks/Construction/Farm Machinery,28188970000,51024516484,6086644000,21.58817515,156685,,23.31714934,28.66412035,,,8.37991242,,,,Buy,2021-06-11,8.72233502,15.69164879,14.53147262,,Producer Manufacturing,33996776.08,34857452000,34857452000,28188970000,131539999.99999999,2021-09-01,0.6100442,19.06941266,4.75104294
COCHINSHIP,COCHIN SHIPYARD LIMITED,1.72118005,0.03049498,-20859333000,1.57339628,75191964000,1230000000,50558311000,46.27,46.2654,-3683131000,,,3.9958754,India,7172505000,,,46.27,,46.2654,17.5,BSE,,32.30050024,9106512000,3463030000,Trucks/Construction/Farm Machinery,28188970000,51024516484,6086644000,21.58817515,156685,,23.31714934,28.66412035,,,8.36802427,,,,Buy,2021-06-11,8.72233502,15.69164879,14.53147262,,Producer Manufacturing,33996776.08,34857452000,34857452000,28188970000,131539999.99999999,2021-09-01,0.6100442,19.24954299,5.15130868
DELTACORP,DELTA CORP LTD,4.67227041,,,,21625400000,,7865300000,-0.9,-0.9263,0,,0,0.5250722,India,184200000,,,-0.9,,-0.9364,,NSE,4000300000,36.33512545,1494100000,15900000.0000001,Casinos/Gaming,4188700000,50816043943,-241000000,-5.55331541,0,,-7.65905018,-4.26075269,,,,,11.39159498,,Buy,2021-07-09,-1.11976099,-1.23702344,,,Consumer Services,144942236.799,2194700000,2194700000,4188700000,266821000.00000003,2021-10-18,0.81721294,105.79552343,17.14908915
DELTACORP,DELTA CORP LTD.,4.67227041,,,,21625400000,,7865300000,-0.9,-0.9263,0,,0,0.5250722,India,184200000,,,-0.9,,-0.9364,,BSE,4000300000,36.33512545,1494100000,15900000.0000001,Casinos/Gaming,4188700000,50816043943,-241000000,-5.55331541,0,,-7.65905018,-4.26075269,,,,,11.38262993,,Buy,2021-07-09,-1.11976099,-1.23702344,,,Consumer Services,144942236.799,2194700000,2194700000,4188700000,266821000.00000003,2021-10-18,0.81721294,105.96279637,17.21668012
CAPPL,CAPLIN POINT LABORATORIES LTD.,7.25103255,0.01528208,-4517200000,5.9979699,13636100000,183900000,10358100000,32.03,32.0314,-30300000,,,0.2881626,India,3286500000,7.98114,26229200000,31.71,,31.71,8.8,BSE,,42.40742486,4500500000,1243000000,Pharmaceuticals: Generic,10612900000,49875047740,2422800000,22.82672194,30072,,27.48327523,29.55055121,4.19060962,2.57803,20.71743961,,4.68232407,4.68236819,Buy,2021-05-06,19.36999929,22.70750168,22.68804334,,Health Technology,18713423.5776,1602400000,1602400000,10612900000,75642800,2021-08-09,0.4277166,84.9517217,35.99605523
CAPLIPOINT,CAPLIN POINT LABOR,7.25103255,0.01528208,-4517200000,5.9979699,13636100000,183900000,10358100000,32.03,32.0314,-30300000,,,0.2881626,India,3286500000,7.98114,26229200000,31.71,,31.71,8.8,NSE,,42.40742486,4500500000,1243000000,Pharmaceuticals: Generic,10612900000,49875047740,2422800000,22.82672194,30072,,27.48327523,29.55055121,4.20623782,2.57803,20.79470199,,4.69978605,4.69983033,Buy,2021-05-06,19.36999929,22.70750168,22.68804334,,Health Technology,18713423.5776,1602400000,1602400000,10612900000,75642800,2021-08-09,0.4277166,85.50120437,36.30529495
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,1.06292923,,,0.78275146,250503300000,,219963000000,25.48,25.4808,-1552800000,,,2.9293952,India,2239100000,,,25.48,,25.4808,,NSE,,7.36550205,2982800000,717000000.0000011,Trucks/Construction/Farm Machinery,40496900000,49847682872,5138900000,12.68961328,,,4.05611294,14.91126481,,,9.70534677,,,,Neutral,2021-06-10,2.23011,15.80861696,,,Producer Manufacturing,30598994.97,216180700000,216180700000,40496900000,201690000,,0.8459241,,13.27534905
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMI,1.06292923,,,0.78275146,250503300000,,219963000000,25.48,25.4808,-1552800000,,,2.9293952,India,2239100000,,,25.48,,25.4808,,BSE,,7.36550205,2982800000,717000000.0000011,Trucks/Construction/Farm Machinery,40496900000,49847682872,5138900000,12.68961328,,,4.05611294,14.91126481,,,9.69945959,,,,Neutral,2021-06-10,2.23011,15.80861696,,,Producer Manufacturing,30598994.97,216180700000,216180700000,40496900000,201690000,,0.8459241,,13.43113057
TASTYBIT,TASTY BITE EATABLES LTD.,1.66226147,0.84455522,1395960000,0.97748854,4502270000,1745020000,1997390000,153.0817,153.3125,-5130000,2,2,0.01032149,India,537890000,69.564,38323700000,153.0817,,153.3125,,BSE,0,24.62958686,612810000,316980000,Food: Specialty/Candy,3853130000,49721512009,393420000,10.20988132,9827,1015,9.50499983,13.64449162,23.99958849,17.8723,126.04973502,,12.86952426,12.88958587,Buy,2021-05-15,10.45252193,21.27878234,15.36655723,3796187.19211823,Consumer Non-Durables,505717.544,2436070000,2436070000,3853130000,2566000,2021-08-11,0.41486683,54.91087903,60.4208166
TASTYBITE,TASTY BITE EATABLE,1.66226147,0.84455522,1395960000,0.97748854,4502270000,1745020000,1997390000,153.0817,153.3125,-5130000,2,2,0.01032149,India,537890000,69.564,38323700000,153.0817,,153.3125,,NSE,0,24.62958686,612810000,316980000,Food: Specialty/Candy,3853130000,49721512009,393420000,10.20988132,9827,1015,9.50499983,13.64449162,24.12557856,17.8723,126.71145536,,12.9370851,12.95725203,Buy,2021-05-15,10.45252193,21.27878234,15.36655723,3796187.19211823,Consumer Non-Durables,505717.544,2436070000,2436070000,3853130000,2566000,2021-08-11,0.41486683,56.17120294,60.66863241
GPIL,GODAWARI POWER & ISPAT LTD.,2.5103925,0.40438613,7922400000,1.28021884,34735500000,8524500000,10278300000,181.17,181.1763,-176200000,,,1.3118242,India,12289200000,2.76388,33965600000,181.17,,181.1763,,BSE,,47.71901216,19430700000,6620200000,Steel,40719200000,49691913385,6383900000,15.67761646,19555,,26.78024126,23.09819446,2.45785975,1.24382,7.83711777,,1.22870653,1.22870653,Buy,2021-05-25,18.35730265,37.98877416,22.81381771,,Non-Energy Minerals,9637100.7,13655400000,13655400000,40719200000,35236200,2021-08-17,0.47181237,773.06501548,196.43646161
GPIL,GODAWARI POWER,2.5103925,0.40438613,7922400000,1.28021884,34735500000,8524500000,10278300000,181.17,181.1763,-176200000,,,1.3118242,India,12289200000,2.76388,33965600000,181.17,,181.1763,,NSE,,47.71901216,19430700000,6620200000,Steel,40719200000,49691913385,6383900000,15.67761646,19555,,26.78024126,23.09819446,2.4376935,1.24382,7.77281576,,1.21862524,1.21862524,Buy,2021-05-25,18.35730265,37.98877416,22.81381771,,Non-Energy Minerals,9637100.7,13655400000,13655400000,40719200000,35236200,2021-08-17,0.47181237,769.91975725,196.69264174
SHILPAMED,SHILPA MEDICARE,1.52460068,0.49327334,6007704000,0.99843264,26375547000,7238769000,9180537000,18.13,18.0536,0,0,0,0.18239099,India,1816059000,,,18.13,3.6,18.0536,1,NSE,441978000,37.84991623,3411155000,867261000,Pharmaceuticals: Other,9011301000,49168872151,1477804000,16.33450705,14932,,14.16413857,21.83958943,,,33.38946249,,,,Strong Buy,2021-05-31,6.28912885,10.48321007,8.51864056,,Health Technology,21559707.1781,11700582000,11700582000,9011301000,81526900,2021-08-06,0.46953955,22.13594438,34.47701831
SHILPAMED,SHILPA MEDICARE LTD.,1.52460068,0.49327334,6007704000,0.99843264,26375547000,7238769000,9180537000,18.13,18.0536,0,0,0,0.18239099,India,1816059000,,,18.13,3.6,18.0536,1,BSE,441978000,37.84991623,3411155000,867261000,Pharmaceuticals: Other,9011301000,49168872151,1477804000,16.33450705,14932,,14.16413857,21.83958943,,,33.40607857,,,,Buy,2021-05-31,6.28912885,10.48321007,8.51864056,,Health Technology,21559707.1781,11700582000,11700582000,9011301000,81526900,2021-08-06,0.46953955,21.02874433,33.40744858
EASEMYTRIP,EASY TRIP PLANNERS LIMITED,1.73850785,0.10660626,-2121480000,,3976840000,173410000,3684750000,5.62,,,,,0,India,,,,5.62,,,,BSE,15960000,,,,Other Consumer Services,1067099999.9999998,48901113652,610100000,,,,,,,,,,,,Buy,2021-06-15,13.85958075,52.44304623,52.44304623,,Consumer Services,13636359.885,2350200000,2350200000,1067099999.9999998,108645000,,4.990325,,
EASEMYTRIP,EASY TRIP PLANNERS LTD,1.73850785,0.10660626,-2121480000,,3976840000,173410000,3684750000,5.62,,,,,0,India,,,,5.62,,,,NSE,15960000,,,,Other Consumer Services,1067099999.9999998,48901113652,610100000,,,,,,,,,,,,Buy,2021-06-15,13.85958075,52.44304623,52.44304623,,Consumer Services,13636359.885,2350200000,2350200000,1067099999.9999998,108645000,,4.990325,,
VENKYS,VENKYS (INDIA) LTD.,1.7443603,0.16100759,-731600000,1.06842728,17896600000,1778200000,10918300000,190.06,190.0593,-1600000,17,17,0.49033746,India,3887700000,,,190.06,,190.0593,55.3,BSE,101000000,20.37136266,6335800000,1820000000,Agricultural Commodities/Milling,31166300000,48840792479,2677400000,8.5906893,53717,,11.33724568,11.57211475,,,18.22904799,,,,Buy,2021-05-10,15.70669648,27.5923576,26.99541368,,Process Industries,4471210.4089,6852400000,6852400000,31166300000,14087300,2021-08-12,0.6060031,230.16044794,101.28223516
VENKEYS,VENKY'S (INDIA),1.7443603,0.16100759,-731600000,1.06842728,17896600000,1778200000,10918300000,190.06,190.0593,-1600000,17,17,0.49033746,India,3887700000,,,190.06,,190.0593,55.3,NSE,101000000,20.37136266,6335800000,1820000000,Agricultural Commodities/Milling,31166300000,48840792479,2677400000,8.5906893,53717,,11.33724568,11.57211475,,,18.24088587,,,,Buy,2021-05-10,15.70669648,27.5923576,26.99541368,,Process Industries,4471210.4089,6852400000,6852400000,31166300000,14087300,2021-08-12,0.6060031,228.65442279,100.80725961
HATHWAY,HATHWAY CABLE & DA,3.13435935,0,-14019800000,3.12295916,45190800000,0,15396600000,1.43,1.4308,,,,0,India,4751400000,,,1.43,,1.4308,,NSE,922100000,23.03423665,3988900000,966700000,Cable/Satellite TV,17317700000,48766377409,2527300000,14.5943168,35691,,6.00310665,11.76253198,,,19.22001677,,,,Buy,2021-04-28,4.63063817,6.53103625,6.49403373,,Consumer Services,442525000,5211400000,5211400000,17317700000,1770100000,2021-08-17,1.1515346,-19.71223022,-15.83710915
HATHWAY,HATHWAY CABLE & DATACOM LTD,3.13435935,0,-14019800000,3.12295916,45190800000,0,15396600000,1.43,1.4308,,,,0,India,4751400000,,,1.43,,1.4308,,BSE,922100000,23.03423665,3988900000,966700000,Cable/Satellite TV,17317700000,48766377409,2527300000,14.5943168,35691,,6.00310665,11.76253198,,,19.25496156,,,,Buy,2021-04-28,4.63063817,6.53103625,6.49403373,,Consumer Services,442525000,5211400000,5211400000,17317700000,1770100000,2021-08-17,1.1515346,-19.85611511,-16.11446036
NEWGEN,NEWGEN SOFTWARE,3.05099026,0.03018071,-3048328000,3.05099026,9205768000,200912000,6479925000,18.2802,18.2728,-139911000,3.5,3.5,0.50352466,India,1919051000,8.51902,16840000000,18.0966,,18.09,7.55,NSE,0,25.53511291,2998028000,613060000,Packaged Software,6726244000,48626207959,1264823000,18.80429851,28434,3341,25.53511291,26.9343485,7.26170595,2.94893,38.55721393,10.045,7.28116645,7.24777918,Buy,2021-05-25,14.11905975,20.82419198,20.21068069,2013242.7416941,Technology Services,27232424.8517,2548801000,2548801000,6726244000,69955700,2021-09-01,0.29523495,303.19148936,154.17288577
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES L,3.05099026,0.03018071,-3048328000,3.05099026,9205768000,200912000,6479925000,18.2802,18.2728,-139911000,3.5,3.5,0.50352466,India,1919051000,8.51902,16840000000,18.0966,,18.09,7.55,BSE,0,25.53511291,2998028000,613060000,Packaged Software,6726244000,48626207959,1264823000,18.80429851,28434,3341,25.53511291,26.9343485,7.23671922,2.94893,38.42454284,10.045,7.25611276,7.22284038,Buy,2021-05-25,14.11905975,20.82419198,20.21068069,2013242.7416941,Technology Services,27232424.8517,2548801000,2548801000,6726244000,69955700,2021-09-01,0.29523495,300.46975925,154.3352696
HLEGLAS,HLE GLASCOAT LTD,1.35840977,0.56924474,562201000,0.55303009,3771144000,767392000,2490230000,41.13,40.2864,-32328000.00000001,4,4,0.11193977,India,936528000,,,41.13,,40.2564,,NSE,,29.03513039,1406721000,435367000,Industrial Machinery,4844893000,48099582501,523202000,10.79904138,5537,,17.55310179,15.94272567,,,88.52132829,,,,Neutral,2021-06-12,14.68663784,49.66331213,32.71977732,,Producer Manufacturing,2574043.6168,2423056000,2423056000,4844893000,13460600,2021-07-30,0.8830209,,
HLEGLAS,HLE GLASCOAT LIMITED,1.35840977,0.56924474,562201000,0.55303009,3771144000,767392000,2490230000,41.13,40.2864,-32328000.00000001,4,4,0.11193977,India,936528000,,,41.13,,40.2564,,BSE,,29.03513039,1406721000,435367000,Industrial Machinery,4844893000,48099582501,523202000,10.79904138,5537,,17.55310179,15.94272567,,,88.3089397,,,,Buy,2021-06-12,14.68663784,49.66331213,32.71977732,,Producer Manufacturing,2574043.6168,2423056000,2423056000,4844893000,13460600,2021-07-30,0.8830209,305.71133792,134.73279915
POLYPLEX,POLYPLEX CORP,2.96062648,0.12384369,-4470300000,2.07127644,61767400000,5954900000,27107200000,162.57,162.3977,-4565700000,,,4.179046,India,12293800000,,,162.57,,162.3977,35.1,NSE,2700000,30.43204216,14967300000,3512800000,Chemicals: Specialty,49182700000,48075986976,5118100000,10.4063014,23115,,19.30719542,19.8956137,,,9.41823683,,,,Buy,2021-05-25,8.57375535,16.8290514,14.8749092,,Process Industries,11662972.9925,13683400000,13683400000,49182700000,31392500,2021-08-13,0.8538198,161.63725769,114.88149357
POLYPLEX,POLYPLEX CORPORATION LTD.,2.96062648,0.12384369,-4470300000,2.07127644,61767400000,5954900000,27107200000,162.57,162.3977,-4565700000,,,4.179046,India,12293800000,,,162.57,,162.3977,35.1,BSE,2700000,30.43204216,14967300000,3512800000,Chemicals: Specialty,49182700000,48075986976,5118100000,10.4063014,23115,,19.30719542,19.8956137,,,9.43024439,,,,Buy,2021-05-25,8.57375535,16.8290514,14.8749092,,Process Industries,11662972.9925,13683400000,13683400000,49182700000,31392500,2021-08-13,0.8538198,161.27127622,114.76793249
TRIVENI,TRIVENI ENGINEERING & INDUSTRI,1.42834826,0.55955955,8578900000,0.30914279,36199500000,8704900000,22126400000,12.01,11.9144,0,,,0.8807247,India,5582100000,,,12.01,5,11.9144,3.13,BSE,6800000,19.00337386,8882500000,2766900000,Agricultural Commodities/Milling,46741700000,48036739956,2946100000,6.30293721,45888,,10.250376,9.81051181,,,16.67729806,,,,Buy,2021-06-29,7.68618512,20.35767483,16.10303802,,Process Industries,59540146.665,20642800000,20642800000,46741700000,241755000,2021-08-18,-0.0927253,263.18682649,178.12060541
TRIVENI,TRIVENI ENGINEERIN,1.42834826,0.55955955,8578900000,0.30914279,36199500000,8704900000,22126400000,12.01,11.9144,0,,,0.8807247,India,5582100000,,,12.01,5,11.9144,3.13,NSE,6800000,19.00337386,8882500000,2766900000,Agricultural Commodities/Milling,46741700000,48036739956,2946100000,6.30293721,45888,,10.250376,9.81051181,,,16.64792184,,,,Buy,2021-06-29,7.68618512,20.35767483,16.10303802,,Process Industries,59540146.665,20642800000,20642800000,46741700000,241755000,2021-08-18,-0.0927253,264.22018349,178.20603443
MASFIN,MAS FINANCIAL SERV,,2.92644118,24934375000,,54296307000,35127487000,,26.41,26.2274,-465000,,,0.17111568,India,2757254000,,,26.41,,26.2274,,NSE,,53.21682659,3339609000,792555000,Financial Conglomerates,6277123000,47916746896,1443601000,22.86023991,19549,,43.56172995,31.02765163,,,33.50884952,,,,Strong Buy,2021-05-19,2.8013705,12.87994375,4.2713168,,Finance,14474880.234,42292824000,42292824000,6277123000,54662000,2021-09-01,0.5004205,33.54065193,-3.91956213
MASFIN,MAS FINANCIAL SERVICES LIMITED,,2.92644118,24934375000,,54296307000,35127487000,,26.41,26.2274,-465000,,,0.17111568,India,2757254000,,,26.41,,26.2274,,BSE,,53.21682659,3339609000,792555000,Financial Conglomerates,6277123000,47916746896,1443601000,22.86023991,19549,,43.56172995,31.02765163,,,33.67470699,,,,Strong Buy,2021-05-19,2.8013705,12.87994375,4.2713168,,Finance,14474880.234,42292824000,42292824000,6277123000,54662000,2021-09-01,0.5004205,33.38345865,-7.12041885
SPICEJET,SPICEJET LTD,0.3235952,-3.9842301,90554310000,,121097890000,91104800000,25866980000,-15.6156,-26.4812,0,,0,0,India,1494050000,9.8152,,-15.6156,-7.33,-26.4812,-3.9,NSE,0,-16.43217847,1766660000.00001,-459300000.00000095,Airlines,123548710000,47717352116,-9365680000,-25.83868621,194613,16288,-25.26385003,-25.83868621,,,,1.4512,0.77566873,0.38568888,Neutral,2021-06-30,-11.85522594,,-30.73412694,7585259.70039293,Transportation,228246537.915,145359190000,143964240000,123548710000,601353000,2021-08-06,1.3321301,58.85311552,-16.85097157
SPICEJET,SPICEJET LTD.,0.3235952,-3.9842301,90554310000,,121097890000,91104800000,25866980000,-15.6156,-26.4812,0,,0,0,India,1494050000,9.8152,,-15.6156,-7.33,-26.4812,-3.9,BSE,0,-16.43217847,1766660000.00001,-459300000.00000095,Airlines,123548710000,47717352116,-9365680000,-25.83868621,194613,16288,-25.26385003,-25.83868621,,,,1.4512,0.77469242,0.38520342,Neutral,2021-06-30,-11.85522594,,-30.73412694,7585259.70039293,Transportation,228246537.915,145359190000,143964240000,123548710000,601353000,2021-08-06,1.3321301,59.17338747,-16.85097473
TATASTLLP,TATA STEEL LONG PRODUCTS LIMIT,0.78734887,0.54901643,11411300000,0.34252311,59087200000,14242200000,14385100000,126.83,126.8345,0,5,5,0.47467604,India,10984100000,,,126.83,,126.8345,,BSE,56600000,41.46260845,19694200000,7732900000,Steel,47498700000,47506082292,5720100000,12.04264538,45010,,16.2366549,12.94498586,,,8.30491704,,,,Buy,2021-04-20,9.33794895,24.81097039,13.07234233,,Non-Energy Minerals,10668495.2,33145900000,33145900000,47498700000,45100000,2021-07-27,0.7190614,300.98446039,89.2930523
TATASTLLP,TATA STEEL LONG PRO LTD,0.78734887,0.54901643,11411300000,0.34252311,59087200000,14242200000,14385100000,126.83,126.8345,0,5,5,0.47467604,India,10984100000,,,126.83,,126.8345,,NSE,56600000,41.46260845,19694200000,7732900000,Steel,47498700000,47506082292,5720100000,12.04264538,45010,,16.2366549,12.94498586,,,8.32896412,,,,Buy,2021-04-20,9.33794895,24.81097039,13.07234233,,Non-Energy Minerals,10668495.2,33145900000,33145900000,47498700000,45100000,2021-07-27,0.7190614,300.22794832,88.15754892
EQUITAS,EQUITAS HOLDINGS,,1.33561699,15247862000,,255831880000,49042304000,,15.03,14.3766,-1023292000,3,2,0,India,10139276000,,,15.03,,14.3766,,NSE,,57.09759633,20919849000,5950938000,Finance/Rental/Leasing,36638756000,47303751991,4732422000,12.91644018,297596,,24.2063022,17.90705176,,,9.61284309,,,,Buy,2021-05-13,2.03902857,16.15185138,5.1681795,,Finance,242892038.13,219113042000,219113042000,36638756000,341790000,2021-09-01,1.2402792,119.96573162,88.4728396
